event_time,cumulative_possession_away,cumulative_possession_home,avg_pass_length_home,avg_pass_duration_home,cumulative_num_passes_home,avg_pass_length_away,avg_pass_duration_away,cumulative_num_passes_away,cumulative_shots_attempted_home,cumulative_shots_attempted_away,location_x_home,location_y_home,location_x_away,location_y_away,time_to_home_goal,time_to_away_goal
2782,63.490841999999994,11.864622999999998,22.18566255,1.73938775,4.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,31.6,31.3,105.2,65.0,,2784.0
2783,63.490841999999994,12.521270999999999,18.58876814,1.4032212,5.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,81.1,55.1,105.2,65.0,,2783.0
2784,63.490841999999994,16.424127,18.58876814,1.4032212,5.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,41.0,16.1,105.2,65.0,,2782.0
2785,63.490841999999994,16.424127,18.58876814,1.4032212,5.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,41.0,16.1,105.2,65.0,,2781.0
2786,63.490841999999994,17.378270999999998,18.58876814,1.4032212,5.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,77.8,60.9,105.2,65.0,,2780.0
2787,63.490841999999994,19.035764999999998,18.184357116666664,1.4456,6.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,43.7,22.1,105.2,65.0,,2779.0
2788,63.490841999999994,19.035764999999998,18.184357116666664,1.4456,6.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,43.7,22.1,105.2,65.0,,2778.0
2789,63.490841999999994,20.512477999999998,17.39597781428571,1.4352818571428574,7.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,27.8,25.0,105.2,65.0,,2777.0
2790,63.490841999999994,21.656726,17.39597781428571,1.4352818571428574,7.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,33.9,36.1,105.2,65.0,,2776.0
2791,63.490841999999994,24.322001999999998,19.328277337499998,1.5890311250000002,8.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,32.6,40.8,105.2,65.0,,2775.0
2792,63.490841999999994,24.322001999999998,19.328277337499998,1.5890311250000002,8.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,32.6,40.8,105.2,65.0,,2774.0
2793,63.490841999999994,24.322001999999998,19.328277337499998,1.5890311250000002,8.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,32.6,40.8,105.2,65.0,,2773.0
2794,63.490841999999994,26.625548,19.328277337499998,1.5890311250000002,8.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,39.6,72.9,105.2,65.0,,2772.0
2795,63.490841999999994,26.625548,19.328277337499998,1.5890311250000002,8.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,39.6,72.9,105.2,65.0,,2771.0
2796,63.490841999999994,27.917423999999997,18.54848641111111,1.556013888888889,9.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,45.2,72.7,105.2,65.0,,2770.0
2797,63.490841999999994,27.917423999999997,18.54848641111111,1.556013888888889,9.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,45.2,72.7,105.2,65.0,,2769.0
2798,63.490841999999994,30.646658999999996,18.54848641111111,1.556013888888889,9.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,44.7,60.4,105.2,65.0,,2768.0
2799,63.490841999999994,30.646658999999996,18.54848641111111,1.556013888888889,9.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,44.7,60.4,105.2,65.0,,2767.0
2800,63.490841999999994,32.310770999999995,18.38372657,1.5668237,10.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,50.8,65.2,105.2,65.0,,2766.0
2801,63.490841999999994,32.310770999999995,18.38372657,1.5668237,10.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,50.8,65.2,105.2,65.0,,2765.0
2802,63.490841999999994,33.775479,18.38372657,1.5668237,10.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,61.6,78.2,105.2,65.0,,2764.0
2803,63.490841999999994,35.218444,17.565330063636363,1.5555638181818183,11.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,61.8,78.0,105.2,65.0,,2763.0
2804,63.490841999999994,35.218444,17.565330063636363,1.5555638181818183,11.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,61.8,78.0,105.2,65.0,,2762.0
2805,63.490841999999994,37.200043,17.565330063636363,1.5555638181818183,11.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,56.9,70.0,105.2,65.0,,2761.0
2806,63.490841999999994,37.200043,17.565330063636363,1.5555638181818183,11.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,56.9,70.0,105.2,65.0,,2760.0
2807,63.490841999999994,38.714969,18.20261055833333,1.5521773333333335,12.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,62.1,71.4,105.2,65.0,,2759.0
2808,63.490841999999994,39.963069000000004,17.48939782307692,1.5287867692307695,13.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,87.3,70.6,105.2,65.0,,2758.0
2809,63.490841999999994,39.963069000000004,17.48939782307692,1.5287867692307695,13.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,87.3,70.6,105.2,65.0,,2757.0
2810,63.490841999999994,41.772349000000006,17.48939782307692,1.5287867692307695,13.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,79.9,65.6,105.2,65.0,,2756.0
2811,63.490841999999994,41.772349000000006,17.48939782307692,1.5287867692307695,13.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,79.9,65.6,105.2,65.0,,2755.0
2812,63.490841999999994,43.10897800000001,17.144481407142855,1.5150612142857143,14.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,90.7,67.5,105.2,65.0,,2754.0
2813,63.490841999999994,47.05662100000001,17.144481407142855,1.5150612142857143,14.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,100.9,75.0,105.2,65.0,,2753.0
