minute,second,player,team,team_id,possession,start_x,start_y,end_x,end_y,next_shot_xg,leads_to_shot,dx,dy,length,progressive,final_third,box_entry,cross,through,cutback,pass_type,structural_score,xg_norm,importance_raw,importance_norm,time
36,49,Aaron Lennon,Everton,29,65,63.9,74.0,56.5,77.0,0.0,0,-7.399999999999999,3.0,7.98498591107085,0,0,0,0,0,0,Backward,0.06666666666666671,0.0,0.014382402703625456,0.01692047375335922,2209
36,50,Gareth Barry,Everton,29,65,57.0,77.0,98.9,70.1,0.0,0,41.900000000000006,-6.900000000000006,42.46433797906192,1,1,0,0,0,0,Progressive,2.34,0.0,0.5048223348972531,0.5939086287429083,2210
36,58,Romelu Lukaku Menama,Everton,29,65,88.6,78.5,81.4,78.2,0.0,0,-7.199999999999989,-0.29999999999999716,7.2062472896785765,0,1,0,0,0,0,Backward,0.42000000000000015,0.0,0.09060913703284035,0.10659898464616306,2218
37,2,Aaron Lennon,Everton,29,65,82.8,66.5,72.9,62.4,0.0,0,-9.899999999999991,-4.100000000000001,10.715409464878132,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2222
37,4,Gareth Barry,Everton,29,65,73.4,62.4,81.2,52.7,0.0,0,7.799999999999997,-9.699999999999996,12.44708801286469,0,1,0,0,0,0,Forward,2.035,0.0,0.43902284252816676,0.5164974613212899,2224
37,9,Ross Barkley,Everton,29,65,77.6,50.7,84.5,43.2,0.0,0,6.900000000000006,-7.5,10.19117265087782,0,1,0,0,0,0,Forward,2.1725,0.0,0.46868654810439414,0.5513959384375932,2229
37,10,Tom Cleverley,Everton,29,65,84.8,42.9,74.2,35.4,0.0,0,-10.599999999999994,-7.5,12.98499133615421,0,0,0,0,0,0,Backward,0.1233333333333334,0.0,0.026607445001707093,0.03130287644371456,2230
37,11,Ross Barkley,Everton,29,65,74.7,35.4,81.2,41.2,0.0,0,6.5,5.800000000000004,8.711486669908876,0,1,0,0,0,0,Forward,2.1625,0.0,0.46652918769885043,0.5488578673745894,2231
37,14,Tom Cleverley,Everton,29,65,76.7,41.6,70.8,44.3,0.0,0,-5.900000000000006,2.6999999999999957,6.488451279003337,0,0,0,0,0,0,Backward,0.4516666666666666,0.0,0.09744077831706238,0.11463620967900863,2234
37,15,Gareth Barry,Everton,29,65,70.4,44.1,70.9,60.2,0.0,0,0.5,16.1,16.107762104029227,0,0,0,0,0,0,Lateral,0.3825,0.0,0.08251903551205099,0.09708121815989845,2235
37,20,Kevin Mirallas,Everton,29,65,80.9,62.7,89.4,76.3,0.0,0,8.5,13.599999999999994,16.03776792449622,0,1,0,0,0,0,Forward,1.3525,0.0,0.29178299484980125,0.343274111271275,2240
37,23,Séamus Coleman,Everton,29,65,89.4,76.3,81.4,68.4,0.0,0,-8.0,-7.8999999999999915,11.243220179290267,0,1,0,0,0,0,Backward,0.48666666666666664,0.0,0.10499153973646574,0.12351945839952222,2243
37,32,Tom Cleverley,Everton,29,65,92.6,72.0,95.9,78.4,0.0,0,3.3000000000000114,6.400000000000006,7.200694410957887,0,1,0,0,0,0,Lateral,0.7225000000000004,0.0,0.15586928930054086,0.18337563430203055,2252
37,34,Séamus Coleman,Everton,29,65,91.4,78.2,77.0,74.0,0.0,0,-14.400000000000006,-4.200000000000003,15.000000000000005,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2254
37,42,Fabricio Coloccini,Newcastle United,37,66,20.3,25.8,37.6,28.3,0.0,0,17.3,2.5,17.47970251463108,0,0,0,0,0,0,Forward,1.4225,0.0,0.30688451768860797,0.36104060871230215,2262
37,44,Ayoze Pérez Gutiérrez,Newcastle United,37,66,36.7,33.6,76.5,67.7,0.0,0,39.8,34.1,52.41039973135103,1,0,0,0,0,0,Switch of Play,2.3699999999999997,0.0,0.5112944161138845,0.6015228419319197,2264
37,54,Séamus Coleman,Everton,29,67,32.6,57.9,44.8,49.0,0.0,0,12.199999999999996,-8.899999999999999,15.101324445226647,0,0,0,0,0,0,Forward,1.955,0.0,0.4217639592838162,0.4961928928172588,2274
38,35,Gareth Barry,Everton,29,68,75.4,47.0,74.2,61.8,0.0,0,-1.2000000000000028,14.799999999999997,14.848568954616464,0,0,0,0,0,0,Lateral,0.35,0.0,0.07550761419403358,0.08883248720513584,2315
38,38,John Stones,Everton,29,68,81.5,65.2,88.7,62.4,0.0,0,7.200000000000003,-2.8000000000000043,7.725283166331191,0,1,0,0,0,0,Forward,1.4000000000000004,0.0,0.30203045677613444,0.3553299488205435,2318
39,22,Daryl Janmaat,Newcastle United,37,69,49.7,68.6,8.6,46.9,0.0,0,-41.1,-21.699999999999996,46.47687597074485,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2362
39,28,Rob Elliot,Newcastle United,37,69,10.0,38.8,44.7,4.5,0.0,0,34.7,-34.3,48.79118772893318,1,0,0,0,0,0,Switch of Play,2.2899999999999996,0.0,0.49403553286953394,0.5812182734278887,2368
39,31,Paul Dummett,Newcastle United,37,69,44.7,4.5,27.8,11.7,0.0,0,-16.900000000000002,7.199999999999999,18.3698121928342,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2371
39,38,Fabricio Coloccini,Newcastle United,37,69,32.9,12.7,51.8,12.0,0.0,0,18.9,-0.6999999999999993,18.912958520548813,0,0,0,0,0,0,Forward,1.8424999999999998,0.0,0.3974936547214482,0.4676395933584651,2378
39,41,Georginio Wijnaldum,Newcastle United,37,69,44.8,15.0,36.8,53.9,0.0,0,-8.0,38.9,39.714103288378546,0,0,0,0,0,0,Switch of Play,0.8566666666666667,0.0,0.18481387474158698,0.21742808773066583,2381
39,55,Daryl Janmaat,Newcastle United,37,69,82.3,41.1,81.7,26.0,0.0,0,-0.5999999999999943,-15.100000000000001,15.111915828246266,0,1,0,0,0,0,Lateral,0.8300000000000001,0.0,0.17906091366013682,0.21065989822932218,2395
39,57,Georginio Wijnaldum,Newcastle United,37,69,83.7,25.3,94.7,28.3,0.0,0,11.0,3.0,11.40175425099138,1,1,0,0,0,0,Progressive,2.215,0.0,0.47785532982795537,0.5621827404553597,2397
40,2,Gareth Barry,Everton,29,70,38.7,69.3,55.3,64.0,0.0,0,16.599999999999994,-5.299999999999997,17.42555594522022,0,0,0,0,0,0,Forward,1.7849999999999997,0.0,0.38508883238957126,0.4530456847461928,2402
40,4,Romelu Lukaku Menama,Everton,29,70,55.3,64.0,61.9,55.7,0.0,0,6.600000000000001,-8.299999999999997,10.604244433244641,0,0,0,0,0,0,Forward,1.155,0.0,0.24917512684031087,0.2931472077769483,2404
40,29,Rob Elliot,Newcastle United,37,72,12.8,24.5,32.9,3.1,0.0,0,20.099999999999998,-21.4,29.359325605333645,0,0,0,0,0,0,Forward,1.2925,0.0,0.27883883241653834,0.3280456848932517,2429
40,33,Paul Dummett,Newcastle United,37,72,32.9,3.1,34.3,12.7,0.0,0,1.3999999999999986,9.6,9.701546268507922,0,0,0,0,0,0,Lateral,0.255,0.0,0.055012690341367326,0.06472081210659897,2433
40,35,Jack Colback,Newcastle United,37,72,36.2,13.6,33.7,48.6,0.0,0,-2.5,35.0,35.0891721190455,0,0,0,0,0,0,Switch of Play,1.3583333333333334,0.0,0.2930414550863685,0.3447546527246939,2435
40,38,Chancel Mbemba Mangulu,Newcastle United,37,72,33.6,49.4,56.4,75.5,0.0,0,22.799999999999997,26.1,34.6561682821399,1,0,0,0,0,0,Progressive,1.96,0.0,0.42284263948658807,0.4974619283487607,2438
40,41,Daryl Janmaat,Newcastle United,37,72,62.3,73.6,75.7,67.0,0.0,0,13.400000000000006,-6.599999999999994,14.937201879870274,0,0,0,0,0,0,Forward,1.205,0.0,0.25996192886803,0.3058375630919678,2441
40,43,Moussa Sissoko,Newcastle United,37,72,77.9,69.5,76.4,76.1,0.0,0,-1.5,6.599999999999994,6.768308503607081,0,0,0,0,0,0,Lateral,0.265,0.0,0.05717005074691115,0.06725888316960286,2443
40,44,Daryl Janmaat,Newcastle United,37,72,78.4,76.7,94.0,68.6,0.0,0,15.599999999999994,-8.100000000000009,17.5775424903483,1,1,0,0,0,0,Progressive,2.21,0.0,0.4767766496251835,0.5609137049238577,2444
40,49,Moussa Sissoko,Newcastle United,37,72,99.3,76.9,105.3,71.1,0.0,0,6.0,-5.800000000000011,8.345058418010034,1,1,0,1,0,0,Cross,1.8399999999999999,0.0,0.39695431462006225,0.46700507559271415,2449
40,57,Tom Cleverley,Everton,29,73,22.2,20.4,61.4,60.2,0.0,0,39.2,39.800000000000004,55.86304681987907,1,0,0,0,0,0,Switch of Play,2.3699999999999997,0.0,0.5112944161138845,0.6015228419319197,2457
40,59,Romelu Lukaku Menama,Everton,29,73,61.7,60.1,62.6,39.6,0.0,0,0.8999999999999986,-20.5,20.519746587129188,0,0,0,0,0,0,Lateral,0.6725,0.0,0.1450824872728217,0.17068527898701102,2459
42,18,Rob Elliot,Newcastle United,37,75,15.4,31.0,65.3,63.1,0.0,0,49.9,32.1,59.33312734046639,1,0,0,0,0,0,Switch of Play,2.3699999999999997,0.0,0.5112944161138845,0.6015228419319197,2538
42,22,Moussa Sissoko,Newcastle United,37,75,65.3,63.1,81.1,61.7,0.0,0,15.799999999999997,-1.3999999999999986,15.861904047118678,1,1,0,0,0,0,Progressive,2.215,0.0,0.47785532982795537,0.5621827404553597,2542
42,29,Ross Barkley,Everton,29,76,40.1,35.2,51.2,70.1,0.0,0,11.100000000000001,34.89999999999999,36.622670574386014,0,0,0,0,0,0,Switch of Play,1.4675,0.0,0.31659263951355515,0.3724619284958196,2549
42,36,Séamus Coleman,Everton,29,76,74.7,77.3,75.8,66.3,0.0,0,1.0999999999999943,-11.0,11.054863183232978,0,0,0,0,0,0,Lateral,0.39749999999999985,0.0,0.08575507612036669,0.10088832475440425,2556
42,39,Romelu Lukaku Menama,Everton,29,76,73.1,67.4,56.5,69.3,0.0,0,-16.599999999999994,1.8999999999999915,16.708381130438692,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2559
42,40,John Stones,Everton,29,76,56.5,69.3,52.6,41.8,0.0,0,-3.8999999999999986,-27.5,27.775168766363958,0,0,0,0,0,0,Lateral,0.43500000000000005,0.0,0.09384517764115605,0.11040609124066886,2560
42,43,José Ramiro Funes Mori,Everton,29,76,54.0,41.6,57.5,14.9,0.0,0,3.5,-26.700000000000003,26.92842364491468,0,0,0,0,0,0,Lateral,0.3075,0.0,0.06633883247047237,0.07804568518736936,2563
42,48,Leighton Baines,Everton,29,76,63.3,13.7,57.5,29.1,0.0,0,-5.799999999999997,15.400000000000002,16.45600194457937,0,0,0,0,0,0,Backward,0.2933333333333334,0.0,0.06328257189595198,0.07445008451478054,2568
42,51,Gareth Barry,Everton,29,76,57.9,34.6,63.1,57.9,0.0,0,5.200000000000003,23.299999999999997,23.873206738936435,0,0,0,0,0,0,Forward,1.12,0.0,0.2416243654209075,0.28426395905643476,2571
42,54,John Stones,Everton,29,76,63.1,57.9,75.0,60.6,0.0,0,11.899999999999999,2.700000000000003,12.202458768625279,0,0,0,0,0,0,Forward,1.1675,0.0,0.2518718273472406,0.2963197966057032,2574
43,1,Kevin Mirallas,Everton,29,76,86.4,53.4,104.8,14.9,0.0,0,18.39999999999999,-38.5,42.67095030579937,1,1,0,0,0,0,Switch of Play,2.0799999999999996,0.0,0.4487309643531138,0.5279187811048073,2581
43,54,Rob Elliot,Newcastle United,37,77,11.1,48.3,75.1,73.0,0.0,0,63.99999999999999,24.700000000000003,68.60094751532226,1,0,0,0,0,0,Progressive,1.99,0.0,0.4293147207032195,0.5050761415377724,2634
44,12,John Stones,Everton,29,79,31.1,30.9,39.2,30.6,0.0,0,8.100000000000001,-0.29999999999999716,8.10555365166378,0,0,0,0,0,0,Forward,1.3525,0.0,0.29178299484980125,0.343274111271275,2652
44,19,Kevin Mirallas,Everton,29,79,75.3,51.5,98.9,60.2,0.04724745,1,23.60000000000001,8.700000000000003,25.152534663528453,1,1,0,0,0,0,Progressive,2.41,0.04724745,0.52701097523606,0.6200129114703603,2659
44,24,Aaron Lennon,Everton,29,79,110.0,59.6,110.0,45.6,0.04724745,1,0.0,-14.0,14.0,0,1,1,0,0,0,Lateral,1.9500000000000002,0.04724745,0.4277723965810443,0.5032616425721816,2664
45,4,Rob Elliot,Newcastle United,37,80,6.0,44.0,69.3,62.4,0.0,0,63.3,18.4,65.92002730581957,1,0,0,0,0,0,Progressive,2.07,0.0,0.44657360394757,0.5253807100418033,2704
45,11,Ayoze Pérez Gutiérrez,Newcastle United,37,80,81.4,74.2,74.8,74.2,0.0,0,-6.6000000000000085,0.0,6.6000000000000085,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2711
45,15,Leighton Baines,Everton,29,80,24.5,9.6,16.5,22.7,0.0,0,-8.0,13.1,15.34959282847594,0,0,0,0,0,0,Backward,0.25666666666666665,0.0,0.05537225040895796,0.06514382395043296,2715
45,20,Chancel Mbemba Mangulu,Newcastle United,37,80,57.8,62.7,88.9,20.5,0.0,0,31.10000000000001,-42.2,52.421846590901396,1,1,0,0,0,0,Switch of Play,2.84,0.0,0.6126903551744439,0.7208121818931023,2720
45,25,Aleksandar Mitrović,Newcastle United,37,80,85.7,16.6,69.2,3.9,0.0,0,-16.5,-12.700000000000001,20.821623375712086,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2725
45,27,Paul Dummett,Newcastle United,37,80,69.2,3.9,68.9,21.1,0.0,0,-0.29999999999999716,17.200000000000003,17.20261608011991,0,0,0,0,0,0,Lateral,0.48500000000000004,0.0,0.10463197966887514,0.12309644655568827,2727
45,35,Jack Colback,Newcastle United,37,80,81.7,6.3,73.7,21.6,0.0,0,-8.0,15.3,17.265283084849784,0,0,0,0,0,0,Backward,0.006666666666666654,0.0,0.0014382402703625417,0.0016920473753359176,2735
45,37,Georginio Wijnaldum,Newcastle United,37,80,68.7,28.3,62.8,61.3,0.0,0,-5.900000000000006,33.0,33.52327549628765,0,0,0,0,0,0,Switch of Play,1.0216666666666665,0.0,0.2204103214330599,0.25930626027022985,2737
45,41,Chancel Mbemba Mangulu,Newcastle United,37,80,82.6,62.5,92.9,76.9,0.0,0,10.300000000000011,14.400000000000006,17.704519197086388,1,1,0,0,0,0,Progressive,1.4975000000000005,0.0,0.3230647207301867,0.3800761416848314,2741
45,49,Gareth Barry,Everton,29,80,17.2,21.5,61.7,54.6,0.0,0,44.5,33.1,55.46043634880635,1,0,0,0,0,0,Switch of Play,2.4899999999999998,0.0,0.5371827409804103,0.6319796946879663,2749
45,55,Vurnon Anita,Newcastle United,37,80,41.5,24.9,48.4,17.7,0.0,0,6.899999999999999,-7.199999999999999,9.972462083156795,0,0,0,0,0,0,Forward,1.0425,0.0,0.2249048222779429,0.2645939083181546,2755
45,0,Ayoze Pérez Gutiérrez,Newcastle United,37,81,61.0,40.1,60.1,38.3,0.0,0,-0.8999999999999986,-1.8000000000000043,2.012461179749814,0,0,0,0,0,0,Lateral,0.635,0.0,0.13699238575203235,0.16116751250074643,2700
45,0,Georginio Wijnaldum,Newcastle United,37,81,60.1,39.2,50.9,43.4,0.0,0,-9.200000000000003,4.199999999999996,10.113357503816427,0,0,0,0,0,0,Backward,0.39666666666666667,0.0,0.0855752960865714,0.10067681883248729,2700
45,11,Tim Howard,Everton,29,82,12.0,31.9,16.7,56.5,0.0,0,4.699999999999999,24.6,25.04495957273639,0,0,0,0,0,0,Lateral,0.4574999999999999,0.0,0.0986992385536296,0.11611675113242755,2711
45,14,John Stones,Everton,29,82,23.1,55.7,32.8,68.3,0.0,0,9.699999999999996,12.599999999999994,15.901257811883932,0,0,0,0,0,0,Forward,1.1124999999999998,0.0,0.2400063451167496,0.28236040575918175,2714
45,17,Séamus Coleman,Everton,29,82,33.4,69.5,20.4,66.5,0.0,0,-13.0,-3.0,13.341664064126334,0,0,0,0,0,0,Backward,0.05333333333333333,0.0,0.011505922162900355,0.013536379002687365,2717
45,28,John Stones,Everton,29,83,25.8,70.3,25.6,51.5,0.0,0,-0.1999999999999993,-18.799999999999997,18.80106379968963,0,0,0,0,0,0,Lateral,0.33666666666666667,0.0,0.0726311336533085,0.085448392454464,2728
45,32,Gareth Barry,Everton,29,83,23.7,46.9,31.1,18.1,0.0,0,7.400000000000002,-28.799999999999997,29.735500668392987,0,0,0,0,0,0,Forward,1.0550000000000002,0.0,0.22760152278487272,0.26776649714690953,2732
45,36,José Ramiro Funes Mori,Everton,29,83,36.3,18.5,34.0,27.2,0.0,0,-2.299999999999997,8.7,8.998888820293313,0,0,0,0,0,0,Lateral,0.30166666666666675,0.0,0.06508037223390516,0.07656514373395044,2736
45,39,Gareth Barry,Everton,29,83,34.0,28.5,33.0,50.6,0.0,0,-1.0,22.1,22.12261286557264,0,0,0,0,0,0,Lateral,0.32333333333333336,0.0,0.06975465311258341,0.08206429770379217,2739
45,41,John Stones,Everton,29,83,33.0,52.3,39.6,64.2,0.0,0,6.600000000000001,11.900000000000006,13.607718398026913,0,0,0,0,0,0,Forward,1.0350000000000001,0.0,0.22328680197378506,0.26269035502090177,2741
45,46,Séamus Coleman,Everton,29,83,42.0,65.0,28.5,53.3,0.0,0,-13.5,-11.700000000000003,17.86448991715129,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2746
45,49,John Stones,Everton,29,83,28.5,52.1,26.9,29.0,0.0,0,-1.6000000000000014,-23.1,23.155344955322953,0,0,0,0,0,0,Lateral,0.31333333333333335,0.0,0.0675972927070396,0.07952622664078829,2749
45,56,Gareth Barry,Everton,29,83,44.5,30.2,85.8,45.0,0.0,0,41.3,14.8,43.871744893496086,1,1,0,0,0,0,Progressive,3.1999999999999997,0.0,0.6903553297740214,0.812182740161242,2756
46,1,Paul Dummett,Newcastle United,37,83,22.4,29.0,24.8,35.1,0.0,0,2.400000000000002,6.100000000000001,6.555150646628957,0,0,0,0,0,0,Lateral,0.56,0.0,0.12081218271045376,0.14213197952821738,2761
46,8,Aaron Lennon,Everton,29,83,98.2,73.0,92.7,59.2,0.0,0,-5.5,-13.799999999999997,14.855638660118249,0,1,0,0,0,0,Backward,0.6483333333333333,0.0,0.13986886629275747,0.16455160725141832,2768
46,11,Ross Barkley,Everton,29,83,96.3,55.9,114.4,62.8,0.0,0,18.10000000000001,6.899999999999999,19.37059627373407,1,1,0,0,0,0,Progressive,1.7725000000000004,0.0,0.38239213188264165,0.4498730959174381,2771
46,16,Gareth Barry,Everton,29,83,89.6,44.2,93.7,49.4,0.0,0,4.1000000000000085,5.199999999999996,6.621933252457323,0,1,0,0,0,0,Lateral,1.6025,0.0,0.34571700498839664,0.406725887846372,2776
46,21,Georginio Wijnaldum,Newcastle United,37,84,23.0,23.1,31.6,31.3,0.0,0,8.600000000000001,8.2,11.882760622010359,0,0,0,0,0,0,Forward,1.3650000000000002,0.0,0.2944796953567311,0.34644670010002987,2781
46,27,Georginio Wijnaldum,Newcastle United,37,84,43.7,22.1,27.8,25.0,0.0,0,-15.900000000000002,2.8999999999999986,16.162301816263675,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2787
46,29,Paul Dummett,Newcastle United,37,84,27.8,25.0,33.9,36.1,0.0,0,6.099999999999998,11.100000000000001,12.665701717630967,0,0,0,0,0,0,Forward,1.3025000000000002,0.0,0.2809961928220822,0.3305837559562556,2789
46,31,Jack Colback,Newcastle United,37,84,32.6,40.8,39.6,72.9,0.0,0,7.0,32.10000000000001,32.85437565987216,0,0,0,0,0,0,Switch of Play,1.365,0.0,0.294479695356731,0.3464467001000298,2791
46,36,Daryl Janmaat,Newcastle United,37,84,45.2,72.7,44.7,60.4,0.0,0,-0.5,-12.300000000000004,12.310158406779342,0,0,0,0,0,0,Lateral,0.2116666666666667,0.0,0.045664128584010796,0.0537225041669155,2796
46,40,Vurnon Anita,Newcastle United,37,84,50.8,65.2,61.6,78.2,0.0,0,10.800000000000004,13.0,16.9008875506584,0,0,0,0,0,0,Forward,1.0600000000000003,0.0,0.22868020298764466,0.2690355326784115,2800
46,43,Daryl Janmaat,Newcastle United,37,84,61.8,78.0,56.9,70.0,0.0,0,-4.899999999999999,-8.0,9.381364506296512,0,0,0,0,0,0,Lateral,0.2883333333333334,0.0,0.06220389169318006,0.07318104898327858,2803
46,47,Vurnon Anita,Newcastle United,37,84,62.1,71.4,87.3,70.6,0.0,0,25.199999999999996,-0.8000000000000114,25.212695214911072,1,1,0,0,0,0,Progressive,2.34,0.0,0.5048223348972531,0.5939086287429083,2807
46,48,Aleksandar Mitrović,Newcastle United,37,84,87.3,70.6,79.9,65.6,0.0,0,-7.3999999999999915,-5.0,8.930845424706435,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2808
46,52,Moussa Sissoko,Newcastle United,37,84,90.7,67.5,100.9,75.0,0.0,0,10.200000000000003,7.5,12.660568707605519,1,1,0,0,0,0,Progressive,1.495,0.0,0.3225253806288006,0.37944162391908026,2812
46,57,Daryl Janmaat,Newcastle United,37,84,102.4,69.4,107.9,60.1,0.0,0,5.5,-9.300000000000004,10.804628637764468,1,1,1,1,0,0,Cross,2.3575,0.0,0.5085977156069548,0.5983502531031649,2817
46,58,Ayoze Pérez Gutiérrez,Newcastle United,37,84,107.9,60.4,103.6,55.8,0.0,0,-4.300000000000011,-4.600000000000001,6.296824596572475,0,1,1,0,0,0,Lateral,1.918333333333333,0.0,0.4138536377968221,0.4868866322529111,2818
47,1,José Ramiro Funes Mori,Everton,29,85,14.5,26.8,23.3,26.8,0.0,0,8.8,0.0,8.8,0,0,0,0,0,0,Forward,1.21,0.0,0.26104060907080184,0.3071065986234697,2821
47,3,Tom Cleverley,Everton,29,85,25.2,25.3,45.9,37.9,0.0,0,20.7,12.599999999999998,24.233241632105265,0,0,0,0,0,0,Forward,2.1675,0.0,0.4676078679016223,0.5501269029060912,2823
47,5,Romelu Lukaku Menama,Everton,29,85,42.8,38.9,48.6,50.6,0.0,0,5.800000000000004,11.700000000000003,13.058713566044709,0,0,0,0,0,0,Forward,1.1350000000000002,0.0,0.24486040602922327,0.2880710656509406,2825
47,7,Ross Barkley,Everton,29,85,49.4,48.4,48.0,44.8,0.0,0,-1.3999999999999986,-3.6000000000000014,3.862641583165594,0,0,0,0,0,0,Lateral,0.4766666666666667,0.0,0.10283417933092194,0.12098138733651835,2827
47,10,Aaron Lennon,Everton,29,85,49.9,49.0,59.7,67.5,0.0,0,9.800000000000004,18.5,20.935376758014176,0,0,0,0,0,0,Forward,1.1150000000000002,0.0,0.2405456852181356,0.28299492352493283,2830
47,22,Séamus Coleman,Everton,29,85,92.7,74.5,80.8,75.1,0.0,0,-11.900000000000006,0.5999999999999943,11.915116449284081,0,1,0,0,0,0,Backward,0.34166666666666656,0.0,0.07370981385608039,0.08671742798596592,2842
47,25,Aaron Lennon,Everton,29,85,80.8,75.1,67.2,72.0,0.0,0,-13.599999999999994,-3.0999999999999943,13.948835076808379,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2845
47,26,John Stones,Everton,29,85,67.2,70.5,78.1,74.7,0.0,0,10.899999999999991,4.200000000000003,11.681181447096858,0,0,0,0,0,0,Forward,1.0624999999999998,0.0,0.2292195430890305,0.26967005044416237,2846
47,28,Aaron Lennon,Everton,29,85,76.4,73.9,74.5,56.8,0.0,0,-1.9000000000000057,-17.10000000000001,17.2052317624611,0,0,0,0,0,0,Lateral,0.45833333333333326,0.0,0.09887901858742493,0.11632825705434455,2848
47,29,Ross Barkley,Everton,29,85,73.7,59.4,75.6,65.5,0.0,0,1.8999999999999915,6.100000000000001,6.3890531379853135,0,0,0,0,0,0,Lateral,0.4174999999999998,0.0,0.09006979693145431,0.105964466880412,2849
47,33,Georginio Wijnaldum,Newcastle United,37,85,43.9,18.2,50.8,22.3,0.0,0,6.899999999999999,4.100000000000001,8.026207074328445,0,0,0,0,0,0,Forward,1.1625,0.0,0.25079314714446876,0.29505076107420125,2853
47,43,Séamus Coleman,Everton,29,86,45.3,80.0,32.8,75.5,0.0,0,-12.5,-4.5,13.285330255586423,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2863
47,45,John Stones,Everton,29,86,33.2,74.7,38.6,77.4,0.0,0,5.399999999999999,2.700000000000003,6.037383539249433,0,0,0,0,0,0,Forward,0.925,0.0,0.19955583751280306,0.23477157332785903,2865
47,46,Séamus Coleman,Everton,29,86,39.8,75.9,28.1,72.0,0.0,0,-11.699999999999996,-3.9000000000000057,12.332882874656677,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2866
47,47,John Stones,Everton,29,86,28.1,71.2,33.2,60.3,0.0,0,5.100000000000001,-10.900000000000006,12.034118164618468,0,0,0,0,0,0,Forward,0.9975000000000002,0.0,0.2151967004529958,0.25317258853463726,2867
47,54,Gareth Barry,Everton,29,86,50.7,53.1,66.3,59.2,0.0,0,15.599999999999994,6.100000000000001,16.750223879100837,0,0,0,0,0,0,Forward,1.38,0.0,0.29771573596504675,0.35025380669453565,2874
47,59,Ross Barkley,Everton,29,86,76.4,64.0,76.4,73.0,0.0,0,0.0,9.0,9.0,0,0,0,0,0,0,Lateral,0.29000000000000004,0.0,0.06256345176077069,0.07360406082711256,2879
48,0,Aaron Lennon,Everton,29,86,76.4,73.0,66.8,68.3,0.0,0,-9.600000000000009,-4.700000000000003,10.688779163215985,0,0,0,0,0,0,Backward,0.10999999999999986,0.0,0.023730964460981958,0.02791878169304266,2880
48,13,Vurnon Anita,Newcastle United,37,87,50.8,31.3,70.0,22.9,0.0,0,19.200000000000003,-8.400000000000002,20.95709903588758,1,0,0,0,0,0,Progressive,1.57,0.0,0.3387055836703793,0.3984771568916094,2893
48,20,Georginio Wijnaldum,Newcastle United,37,87,67.3,16.5,89.0,5.8,0.0,0,21.700000000000003,-10.7,24.19462750281558,1,1,0,0,0,0,Progressive,2.2825,0.0,0.49241751256537625,0.579314720130636,2900
48,33,Paul Dummett,Newcastle United,37,88,102.8,0.1,113.9,12.3,0.0,0,11.100000000000009,12.200000000000001,16.49393828047141,1,1,0,1,0,0,Cross,2.0475000000000003,0.0,0.4417195430350966,0.5196700501500449,2913
48,43,Jack Colback,Newcastle United,37,88,89.6,28.4,82.8,43.2,0.0,0,-6.799999999999997,14.800000000000004,16.28741845720187,0,1,0,0,0,0,Backward,0.7866666666666667,0.0,0.16971235190278028,0.1996615902896387,2923
48,45,Vurnon Anita,Newcastle United,37,88,83.8,43.9,92.2,55.0,0.0,0,8.400000000000006,11.100000000000001,13.920129309744222,0,1,0,0,0,0,Forward,2.05,0.0,0.44225888313648243,0.5203045679157956,2925
48,47,Moussa Sissoko,Newcastle United,37,88,86.3,52.9,78.6,44.5,0.0,0,-7.700000000000003,-8.399999999999999,11.395174417269795,0,0,0,0,0,0,Backward,0.17166666666666663,0.0,0.03703468696183552,0.04357021991489996,2927
48,49,Vurnon Anita,Newcastle United,37,88,80.1,43.9,78.1,34.0,0.0,0,-2.0,-9.899999999999999,10.1,0,0,0,0,0,0,Lateral,0.3666666666666667,0.0,0.07910321486993996,0.09306260564347565,2929
48,51,Jack Colback,Newcastle United,37,88,78.1,31.3,90.2,27.4,0.0,0,12.100000000000009,-3.900000000000002,12.712985487288192,1,1,0,0,0,0,Progressive,2.7425000000000006,0.0,0.5916560912203919,0.6960659890288146,2931
48,56,Georginio Wijnaldum,Newcastle United,37,88,81.7,22.5,79.9,36.1,0.0,0,-1.7999999999999972,13.600000000000001,13.718600511714014,0,0,0,0,0,0,Lateral,0.3700000000000001,0.0,0.07982233500512124,0.09390862933114363,2936
48,59,Jack Colback,Newcastle United,37,88,83.6,39.1,93.0,43.9,0.0,0,9.400000000000006,4.799999999999997,10.554619841567014,1,1,0,0,0,0,Progressive,2.335,0.0,0.5037436546944812,0.5926395932114064,2939
